Account Length (Weeks),Messages,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Int'l Plan,Message Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone,Churn
80,0,197.6,164.5,94,6.4,1,0,0,83,33.59,86,13.98,98,4.23,6,1.73,OH,415,382-8508,0
148,0,17.6,161.7,203.1,10.6,1,0,0,121,2.99,125,13.74,82,9.14,6,2.86,NH,408,333-0148,0
63,0,62.9,202.9,259,8.9,1,1,0,112,10.69,111,17.25,58,11.66,8,2.4,RI,415,366-6237,0
97,28,202.3,69.2,257.6,6.7,1,0,1,97,34.39,84,5.88,64,11.59,3,1.81,FL,415,415-5108,0
166,0,136.1,181.4,131.4,11.3,0,0,0,116,23.14,93,15.42,108,5.91,4,3.05,MD,415,381-3107,0
94,0,207,167.4,238.2,2.6,1,0,0,109,35.19,80,14.23,117,10.72,6,0.7,WY,408,344-2863,0
85,33,207.9,233.5,221.3,13.5,1,0,1,95,35.34,88,19.85,92,9.96,3,3.65,FL,408,415-6976,0
80,0,276.5,195.6,210.3,7.2,1,1,0,122,47.01,79,16.63,78,9.46,3,1.94,TN,415,351-3088,1
210,31,313.8,147.7,192.7,10.1,3,0,1,87,53.35,103,12.55,97,8.67,7,2.73,NC,415,363-6650,0
88,25,288.5,203.4,228.4,13,1,1,1,114,49.05,74,17.29,117,10.28,5,3.51,IN,415,408-0919,0
100,0,210.9,329.3,127.1,9.4,4,0,0,85,35.85,69,27.99,78,5.72,5,2.54,IA,408,378-0356,0
154,35,64.9,184.1,151.6,14.6,1,0,1,76,11.03,91,15.65,75,6.82,1,3.94,WV,408,401-3230,0
32,26,243.5,236.8,173.3,9,1,0,1,137,41.4,108,20.13,149,7.8,9,2.43,UT,510,370-0574,0
18,0,197,203.7,202,8.7,3,0,0,97,33.49,107,17.31,105,9.09,3,2.35,GA,408,394-7757,0
126,31,278,253.2,223.2,8.7,0,0,1,88,47.26,65,21.52,114,10.04,4,2.35,AK,415,333-0140,0
144,37,219.9,222.1,118.5,10,1,0,1,102,37.38,77,18.88,111,5.33,4,2.7,UT,510,370-9886,0
29,0,313.2,216.3,218.4,12.8,2,0,0,103,53.24,151,18.39,106,9.83,4,3.46,MS,510,401-3177,1
86,16,145.7,191,215.5,11.3,0,0,1,88,24.77,129,16.24,82,9.7,7,3.05,AR,408,329-2490,0
138,37,75.8,173.6,162.6,8.2,0,0,1,102,12.89,147,14.76,96,7.32,13,2.21,AK,415,340-7571,0
146,0,195.9,228.6,303.5,12.2,3,0,0,86,33.3,82,19.43,94,13.66,4,3.29,AK,415,397-8069,0
175,0,132,231.2,313.4,8.7,1,0,0,95,22.44,74,19.65,108,14.1,10,2.35,ME,415,415-1058,0
74,0,124,262.1,268.2,11.7,2,0,0,102,21.08,101,22.28,98,12.07,2,3.16,WV,510,392-9757,0
48,0,171.9,159,139.5,7.6,2,0,0,98,29.22,127,13.52,101,6.28,3,2.05,CT,415,419-2759,0
74,31,249.4,209.5,180.6,9.9,4,0,1,70,42.4,59,17.81,75,8.13,2,2.67,GA,510,340-8119,0
105,0,228.4,145.1,245.3,7.7,0,1,0,100,38.83,108,12.33,140,11.04,7,2.08,NV,415,376-9230,0
157,0,168.6,205.1,175.8,5.9,3,0,0,71,28.66,48,17.43,88,7.91,2,1.59,VT,510,361-9983,0
217,0,123.7,248.5,269.6,13.3,0,0,0,138,21.03,105,21.12,78,12.13,4,3.59,DC,415,421-1485,0
68,0,178.7,252.3,255.7,8.4,1,0,0,61,30.38,84,21.45,76,11.51,4,2.27,TN,415,356-1538,0
80,0,113.2,185.5,237.3,9.5,1,0,0,86,19.24,97,15.77,145,10.68,5,2.57,OR,415,375-8980,0
38,25,142.4,313.7,126.6,13.4,2,0,1,106,24.21,109,26.66,117,5.7,6,3.62,MS,415,420-0115,0
107,38,204.2,205.9,286.5,8.3,0,0,1,57,34.71,92,17.5,80,12.89,4,2.24,NC,415,376-4579,0
140,0,149.7,212.5,245.9,12.6,3,0,0,71,25.45,97,18.06,67,11.07,4,3.4,CO,415,344-3739,0
98,0,227.1,120.5,117,4.7,5,0,0,116,38.61,103,10.24,102,5.27,4,1.27,AR,415,328-2080,1
114,0,155.3,169.9,207,12.6,2,0,0,75,26.4,87,14.44,133,9.32,5,3.4,PA,415,417-2458,0
46,0,156.4,185.5,226.7,11.8,1,0,0,105,26.59,98,15.77,96,10.2,3,3.19,MN,408,351-4429,0
118,42,148.7,167.3,270.6,10.4,0,0,1,105,25.28,105,14.22,105,12.18,7,2.81,NM,415,372-4994,0
37,0,271.7,155.1,199.5,6.6,3,0,0,112,46.19,96,13.18,97,8.98,4,1.78,UT,510,340-0987,0
34,0,193.7,126.9,221.2,8.8,0,0,0,74,32.93,84,10.79,166,9.95,4,2.38,NE,415,361-0207,0
98,23,245.5,292.7,184,10.8,1,1,1,54,41.74,83,24.88,90,8.28,7,2.92,MS,415,336-6852,0
113,0,245.3,259.9,204.3,10.7,3,0,0,108,41.7,140,22.09,115,9.19,2,2.89,NV,510,342-8541,1
69,0,196.1,236.8,182.3,11.9,0,0,0,87,33.34,66,20.13,75,8.2,1,3.21,OR,408,375-4300,0
121,0,134.1,195.1,159.6,10.5,2,0,0,112,22.8,104,16.58,139,7.18,2,2.84,VA,415,357-0508,0
59,31,225,191.3,226.7,9.1,1,1,1,78,38.25,79,16.26,79,10.2,3,2.46,NJ,510,347-4574,0
59,0,189.7,115.9,220.6,7.4,0,0,0,100,32.25,133,9.85,115,9.93,4,2,WV,510,362-7003,0
190,0,142.9,177.9,113.3,6.6,0,0,0,96,24.29,96,15.12,117,5.1,4,1.78,OR,415,386-8939,0
109,0,175.6,238,198.4,10.2,1,0,0,80,29.85,94,20.23,103,8.93,6,2.75,KY,415,384-4232,0
136,0,92.4,219,212.6,12.9,2,0,0,109,15.71,115,18.62,80,9.57,4,3.48,MO,415,358-8162,0
86,0,92.8,159.6,148.7,8.8,1,0,0,92,15.78,87,13.57,115,6.69,5,2.38,TX,510,400-6914,0
100,27,221.7,236.1,192.7,8,0,0,1,100,37.69,70,20.07,91,8.67,4,2.16,MN,415,327-3759,0
106,0,159.6,276.8,223.5,8.8,0,0,0,94,27.13,118,23.53,65,10.06,3,2.38,FL,510,389-0072,0
104,0,144.5,180.5,226,17,2,0,0,107,24.57,85,15.34,94,10.17,6,4.59,PA,415,396-8509,0
129,0,159.1,202.5,233.1,11.5,2,0,0,100,27.05,90,17.21,96,10.49,6,3.11,WV,415,349-9898,0
205,0,49.9,150.7,188.2,10.1,2,0,0,123,8.48,81,12.81,67,8.47,4,2.73,IN,510,361-8495,0
93,32,116.9,232.4,127.7,11,0,0,1,120,19.87,97,19.75,112,5.75,9,2.97,OK,415,418-3938,0
123,0,150,89.8,326,11.1,3,0,0,98,25.5,95,7.63,91,14.67,3,3,NE,415,330-0391,0
99,0,254.4,159.3,264.4,6,1,0,0,120,43.25,92,13.54,94,11.9,5,1.62,DE,415,416-4583,0
61,33,270.7,200.7,201.7,10.9,3,0,1,53,46.02,116,17.06,102,9.08,3,2.94,MI,415,349-0536,0
71,0,207,173.8,178.4,12.1,1,0,0,112,35.19,96,14.77,61,8.03,3,3.27,IL,415,397-1345,0
4,0,145.3,303.8,206.1,8.9,0,1,0,89,24.7,93,25.82,82,9.27,4,2.4,UT,510,413-0130,0
148,25,230.7,233.8,215.8,13.5,3,0,1,102,39.22,109,19.87,90,9.71,2,3.65,IL,408,395-2058,0
141,0,151.5,242.2,304.2,10.8,1,0,0,104,25.76,114,20.59,109,13.69,2,2.92,WA,415,401-8750,0
56,0,146.1,196.2,310.1,9.2,0,0,0,57,24.84,97,16.68,110,13.95,3,2.48,NM,408,332-1474,0
160,0,256,187.4,119.1,11.5,3,0,0,111,43.52,61,15.93,81,5.36,4,3.11,MD,415,348-0518,0
43,35,200.2,244.4,207.2,11.6,3,0,1,105,34.03,88,20.77,97,9.32,4,3.13,VA,408,387-8978,0
42,0,150.7,246.7,103.8,7,2,0,0,52,25.62,96,20.97,118,4.67,4,1.89,MT,415,378-8015,0
135,0,186,66,213.1,12.9,1,1,0,107,31.62,94,5.61,105,9.59,4,3.48,CT,415,389-4248,0
106,0,212.9,187,128.1,6.3,3,0,0,110,36.19,69,15.9,71,5.76,3,1.7,AL,415,349-1039,0
106,0,194.8,213.4,190.8,11.5,0,0,0,133,33.12,73,18.14,92,8.59,7,3.11,WV,510,347-7373,0
83,30,272.5,253,180.8,8.7,3,0,1,105,46.33,83,21.51,123,8.14,6,2.35,MO,415,380-1414,0
110,0,135.1,205.2,166.3,11.7,1,0,0,109,22.97,99,17.44,119,7.48,4,3.16,ND,415,338-0738,0
153,0,154.6,263,367.7,15.5,1,0,0,56,26.28,84,22.36,89,16.55,2,4.19,AR,408,339-5798,0
109,35,230.5,265.8,269.7,10.6,5,0,1,116,39.19,130,22.59,69,12.14,6,2.86,GA,510,328-2720,0
31,0,165.4,203.7,201.7,8.2,1,0,0,84,28.12,107,17.31,65,9.08,1,2.21,FL,510,402-3750,0
124,0,143.3,230.7,214.3,7.8,4,0,0,120,24.36,111,19.61,91,9.64,2,2.11,LA,510,348-5448,1
110,0,271.1,237,239.9,9.8,2,0,0,108,46.09,122,20.15,122,10.8,5,2.65,UT,415,375-1553,1
124,0,253.5,117.9,248.5,14,0,0,0,104,43.1,123,10.02,104,11.18,2,3.78,AZ,415,360-6408,0
82,0,167.1,131.8,187.4,9.4,6,0,0,77,28.41,79,11.2,98,8.43,1,2.54,NY,415,356-6700,1
122,0,168.3,87.6,247.2,8.4,1,0,0,96,28.61,91,7.45,87,11.12,6,2.27,KY,415,363-0016,0
137,0,104.7,249.8,192.3,8.9,1,0,0,115,17.8,144,21.23,99,8.65,2,2.4,AL,415,350-5362,0
69,0,135.4,238.1,195.6,10.6,1,0,0,101,23.02,124,20.24,102,8.8,2,2.86,IN,510,348-9925,0
46,34,191.4,361.8,147.5,7.2,1,0,1,102,32.54,96,30.75,132,6.64,2,1.94,IN,415,368-8004,0
103,0,158.7,198.4,181.1,10.5,1,0,0,90,26.98,117,16.86,76,8.15,4,2.84,FL,415,380-8391,0
16,0,144.8,164.9,231.5,8.2,2,0,0,84,24.62,141,14.02,75,10.42,4,2.21,NM,510,367-1487,0
119,0,98.8,146.9,190.7,10,3,0,0,97,16.8,68,12.49,105,8.58,4,2.7,AL,415,404-7633,0
124,0,157.8,203.2,168.7,10,3,1,0,71,26.83,114,17.27,82,7.59,2,2.7,MN,510,371-2703,1
122,37,163,312.8,200,11.6,1,0,1,107,27.71,118,26.59,85,9,5,3.13,NY,415,403-5208,0
139,0,181.6,335.7,149.8,8.3,4,0,0,119,30.87,118,28.53,64,6.74,6,2.24,MD,415,335-3341,0
67,0,129,188,235,11.2,2,0,0,78,21.93,116,15.98,102,10.58,3,3.02,KS,510,366-2485,0
84,0,86,260.7,98.6,8.9,1,0,0,83,14.62,86,22.16,109,4.44,4,2.4,WV,408,354-2686,0
101,17,193.9,189.8,196.3,12.6,0,0,1,71,32.96,81,16.13,97,8.83,7,3.4,ID,510,406-5474,0
40,0,109.4,244.7,276.9,7.1,0,0,0,107,18.6,102,20.8,123,12.46,7,1.92,LA,510,367-6684,0
61,0,188.9,153.6,213.3,10.2,2,0,0,105,32.11,116,13.06,106,9.6,2,2.75,MI,415,342-0092,0
120,0,179.9,170,190.6,13.8,1,1,0,72,30.58,98,14.45,89,8.58,2,3.73,TN,408,410-4255,1
95,0,183.4,281.3,105.2,8.2,1,0,0,98,31.18,95,23.91,113,4.73,8,2.21,CA,415,341-0701,0
98,0,288.1,137.9,206.5,0,0,0,0,101,48.98,93,11.72,88,9.29,0,0,FL,408,416-7396,0
114,0,169.2,149.9,196.9,4.6,2,0,0,96,28.76,83,12.74,119,8.86,4,1.24,LA,415,356-9264,0
68,29,195.5,171.6,204,13.5,1,1,1,113,33.24,96,14.59,85,9.18,9,3.65,IL,415,340-3806,1
149,20,264.4,219.6,200.4,11.3,2,0,1,102,44.95,123,18.67,89,9.02,3,3.05,AL,415,348-0296,0
22,0,207.7,210.6,238.2,9.6,0,0,0,116,35.31,99,17.9,88,10.72,5,2.59,CT,408,345-7716,0
176,0,169.5,112.9,56.6,8.7,0,0,0,151,28.82,84,9.6,99,2.55,4,2.35,PA,415,422-2991,0
152,0,141.5,263,207.1,3.4,2,0,0,102,24.06,94,22.36,113,9.32,4,0.92,TX,415,422-0951,0
118,0,154.8,244,159.6,12.8,0,0,0,71,26.32,73,20.74,81,7.18,4,3.46,VA,408,404-8212,0
101,0,133.5,219.6,210,11.7,1,1,0,51,22.7,96,18.67,74,9.45,4,3.16,MO,415,417-7716,0
102,0,273.2,211.1,203.7,13.1,2,0,0,85,46.44,82,17.94,129,9.17,7,3.54,MT,408,399-8712,1
118,0,224.6,225.9,269,12.5,2,0,0,94,38.18,120,19.2,105,12.11,8,3.38,ND,408,419-3076,0
105,0,273.8,289.7,269.1,5.8,2,0,0,97,46.55,106,24.62,126,12.11,3,1.57,FL,415,358-6773,1
153,0,159.5,275.5,176.7,10.1,1,0,0,103,27.12,90,23.42,126,7.95,2,2.73,WI,510,349-6874,1
71,0,104,197,110.1,14.6,0,0,0,92,17.68,125,16.75,123,4.95,8,3.94,KY,415,414-6825,0
71,31,115.4,217.4,239.9,13.1,1,0,1,90,19.62,78,18.48,102,10.8,4,3.54,MD,415,386-4258,0
68,0,222.1,199.4,162.4,9.4,2,0,0,107,37.76,102,16.95,107,7.31,3,2.54,IN,415,386-5823,0
66,0,116.4,95.6,181.5,10.5,3,0,0,98,19.79,74,8.13,94,8.17,3,2.84,MA,415,416-9981,0
101,0,217.7,231.7,185.3,0,3,0,0,118,37.01,128,19.69,128,8.34,0,0,ND,415,395-1064,0
116,0,129.4,157.3,215.5,13.3,0,0,0,84,22,89,13.37,77,9.7,3,3.59,VT,415,408-2650,0
54,33,161.8,273,153.9,13.7,0,0,1,73,27.51,58,23.21,76,6.93,4,3.7,CT,415,387-3639,0
112,29,198.8,238.6,289.5,11.5,1,0,1,122,33.8,114,20.28,69,13.03,5,3.11,VA,408,380-5822,0
122,45,147.8,147.4,203.5,14,1,0,1,85,25.13,93,12.53,110,9.16,5,3.78,MS,408,402-5068,0
74,0,262.3,198.9,165.9,6.6,3,0,0,114,44.59,96,16.91,90,7.47,5,1.78,AK,415,336-0997,0
90,0,246.4,160.3,170.9,7.6,1,0,0,83,41.89,88,13.63,99,7.69,7,2.05,WY,415,359-2992,0
112,0,174.3,140.2,215.4,9,4,0,0,123,29.63,124,11.92,89,9.69,6,2.43,NY,415,391-2833,1
85,0,183.4,168.8,199.7,9.9,4,0,0,111,31.18,98,14.35,97,8.99,4,2.67,NC,510,404-9122,0
100,0,191.9,200.9,271.9,18.2,1,0,0,95,32.62,101,17.08,74,12.24,3,4.91,IL,415,420-1376,0
114,0,187.8,154.6,213.9,10.1,2,0,0,109,31.93,97,13.14,102,9.63,3,2.73,OH,415,369-3466,0
83,0,259.7,152.7,224.7,10.2,0,0,0,106,44.15,116,12.98,92,10.11,2,2.75,RI,510,357-9216,0
157,0,180.4,194,227.3,8.4,0,1,0,123,30.67,98,16.49,88,10.23,5,2.27,WY,415,348-1433,0
51,0,51.8,230.2,227.5,10.4,2,0,0,107,8.81,104,19.57,118,10.24,4,2.81,OR,510,394-9810,0
42,0,303.9,232.2,147.1,5.8,1,0,0,106,51.66,54,19.74,76,6.62,3,1.57,NV,415,352-7250,1
101,36,123.7,172.6,280.5,8.8,1,0,1,125,21.03,106,14.67,127,12.62,4,2.38,ND,415,364-1184,1
112,0,206.2,164.5,140.3,12.6,3,0,0,122,35.05,94,13.98,101,6.31,7,3.4,OR,510,396-0752,0
56,0,164.3,233.7,187.3,11.8,2,0,0,92,27.93,107,19.86,104,8.43,1,3.19,ND,510,384-0930,0
53,0,228.6,132.8,227.2,10.1,9,0,0,117,38.86,123,11.29,124,10.22,2,2.73,NJ,408,416-5669,1
64,22,200.4,131.1,230.7,7.6,1,0,1,80,34.07,84,11.14,67,10.38,5,2.05,WV,415,357-9905,0
123,0,154.3,183,54,10.9,0,0,0,107,26.23,111,15.56,134,2.43,8,2.94,VA,408,386-7103,0
68,30,122.9,233.5,199.5,9.6,2,0,1,93,20.89,91,19.85,144,8.98,2,2.59,ID,510,403-2621,0
40,0,220.8,265.7,212.8,6.4,0,1,0,100,37.54,106,22.58,94,9.58,3,1.73,CT,510,361-4764,0
132,0,214.6,251.7,240.8,13.9,0,0,0,78,36.48,98,21.39,88,10.84,2,3.75,NM,408,405-7678,0
120,0,202,184.3,176,7.4,2,1,0,123,34.34,78,15.67,89,7.92,2,2,CT,408,344-8219,1
108,32,209.5,109.6,189.7,9.1,6,0,1,108,35.62,64,9.32,145,8.54,6,2.46,MI,408,378-6639,1
161,0,297.9,238.1,240.5,8.9,1,0,0,141,50.64,107,20.24,93,10.82,5,2.4,SC,510,343-2774,1
130,0,212.8,189.8,170.1,10.6,0,0,0,102,36.18,137,16.13,105,7.65,4,2.86,SC,415,396-5174,1
122,0,145.6,284.7,228.2,12.2,0,0,0,102,24.75,111,24.2,91,10.27,5,3.29,NY,510,397-4716,0
130,19,152.9,213.2,205.3,10.8,2,0,1,87,25.99,99,18.12,114,9.24,6,2.92,MT,408,347-1132,0
90,0,125.4,269.1,238.6,11,1,0,0,158,21.32,83,22.87,103,10.74,7,2.97,WY,510,400-8552,0
139,25,138.3,80.6,163.7,8.3,0,0,1,96,23.51,79,6.85,83,7.37,8,2.24,NE,415,346-4369,0
57,0,189.3,174.9,221.9,11.2,3,0,0,157,32.18,70,14.87,117,9.99,5,3.02,IN,415,345-1796,0
128,0,199.3,194.8,298.2,14.3,4,0,0,86,33.88,102,16.56,82,13.42,2,3.86,CO,510,410-0605,0
127,0,247.5,108.5,232,10.6,2,1,0,99,42.08,118,9.22,72,10.44,3,2.86,WY,510,356-1570,0
107,0,294.9,192.8,148.1,13.2,1,0,0,71,50.13,78,16.39,87,6.66,5,3.56,MD,415,347-9798,1
177,0,175.4,155.3,179.4,11.5,1,0,0,99,29.82,83,13.2,86,8.07,3,3.11,OK,408,333-1847,0
121,0,179.4,143,116.3,11.2,1,0,0,70,30.5,93,12.16,113,5.23,5,3.02,SD,415,392-4523,0
99,39,126.8,293.6,174.1,8.4,0,1,1,94,21.56,115,24.96,91,7.83,4,2.27,SC,510,401-8367,0
126,0,239.7,281.7,183.5,11.4,1,1,0,87,40.75,92,23.94,113,8.26,1,3.08,NY,415,352-6733,1
77,33,143,212.2,104.9,15.3,5,0,1,101,24.31,102,18.04,120,4.72,4,4.13,NY,415,388-3859,1
21,0,91.9,198.4,171.7,13,2,0,0,109,15.62,111,16.86,125,7.73,7,3.51,WV,415,332-7492,0
56,0,210.4,176.6,149.7,15.5,1,0,0,80,35.77,96,15.01,56,6.74,4,4.19,WA,408,376-3812,0
92,29,201.3,203.7,129.9,6.4,1,0,1,130,34.22,115,17.31,113,5.85,6,1.73,ID,415,333-2725,1
81,0,145.6,287.9,181.7,9.2,2,0,0,59,24.75,131,24.47,121,8.18,4,2.48,MN,510,375-9951,0
139,31,203.5,200.3,214,13.4,1,1,1,82,34.6,72,17.03,112,9.63,6,3.62,TX,510,388-8109,1
68,0,232.4,153.3,214.6,10.5,1,0,0,76,39.51,103,13.03,107,9.66,2,2.84,AZ,415,420-3422,0
183,8,86.5,285.2,180.4,8.7,2,0,1,119,14.71,97,24.24,133,8.12,2,2.35,DE,415,384-0054,0
90,0,109.9,220.8,104,10.9,0,0,0,102,18.68,114,18.77,133,4.68,6,2.94,CO,408,371-3799,0
165,0,156,276.1,175.9,9.3,1,0,0,88,26.52,81,23.47,94,7.92,5,2.51,WI,408,360-5833,0
89,0,326.3,165.1,162.9,7.5,1,0,0,112,55.47,110,14.03,97,7.33,1,2.03,WI,415,373-6010,1
59,0,195,198.5,304.3,14.8,0,0,0,58,33.15,88,16.87,110,13.69,9,4,NJ,510,352-0236,0
16,0,110,147.3,190.5,6.4,0,1,0,91,18.7,75,12.52,73,8.57,7,1.73,IL,415,342-9624,0
114,0,147.1,161,275.9,9,5,0,0,119,25.01,111,13.69,106,12.42,3,2.43,DC,415,354-8553,1
113,0,156,256.8,175.3,11.9,2,0,0,141,26.52,72,21.83,123,7.89,5,3.21,IA,510,335-3072,0
120,0,98.2,186.7,146.7,9.3,2,0,0,99,16.69,85,15.87,96,6.6,4,2.51,GA,408,409-4502,0
115,0,210.6,153.1,262.2,11,0,0,0,120,35.8,84,13.01,79,11.8,5,2.97,AK,415,349-0717,0
37,0,239.9,261.6,207.1,8.9,2,0,0,120,40.78,88,22.24,88,9.32,4,2.4,CA,510,328-3007,1
100,0,159.9,179.9,154.4,11.6,2,1,0,94,27.18,95,15.29,102,6.95,2,3.13,MN,415,399-9973,1
132,0,197.8,133.9,177.3,10.9,4,0,0,66,33.63,119,11.38,94,7.98,3,2.94,CO,415,379-0669,1
38,36,115.4,166.2,184.7,15.2,2,0,1,98,19.62,83,14.13,79,8.31,6,4.1,KY,408,352-3294,0
1,0,123.8,236.2,73.2,3.7,0,0,0,113,21.05,77,20.08,81,3.29,2,1,SC,408,336-4577,0
97,15,117.6,196.3,157.4,6.4,1,0,1,97,19.99,126,16.69,113,7.08,3,1.73,MT,415,416-9831,0
55,28,105.3,197.4,187.5,8.6,2,0,1,82,17.9,109,16.78,91,8.44,6,2.32,KY,415,345-5738,0
75,0,111.7,237.3,253.5,13.1,1,0,0,121,18.99,119,20.17,110,11.41,6,3.54,WV,415,405-2236,0
83,0,159.3,202.3,229,9.5,2,0,0,104,27.08,98,17.2,73,10.31,3,2.57,ID,415,350-4615,0
40,0,81.7,210.2,212,11.3,6,0,0,123,13.89,108,17.87,64,9.54,3,3.05,MN,510,350-3961,1
101,21,238,209.6,233,10,2,0,1,88,40.46,84,17.82,95,10.49,5,2.7,MA,415,400-3345,0
120,40,128.1,247.7,199.7,15.6,0,0,1,99,21.78,78,21.05,121,8.99,3,4.21,MD,415,417-2021,0
183,31,171.2,193.6,196.5,10.2,1,0,1,104,29.1,74,16.46,85,8.84,4,2.75,SD,415,372-3451,0
75,0,109,259.3,182.1,13.3,4,0,0,88,18.53,120,22.04,119,8.19,3,3.59,PA,510,353-3539,1
80,0,220,207.7,168.4,12.1,2,0,0,114,37.4,76,17.65,137,7.58,3,3.27,KY,415,330-6719,0
88,0,55.6,242.7,176.3,11.3,0,0,0,65,9.45,121,20.63,134,7.93,4,3.05,ID,415,384-3989,0
112,23,286.6,315.3,193.9,10.3,1,0,1,79,48.72,102,26.8,101,8.73,6,2.78,NY,415,404-4424,0
63,0,207.6,229,162.6,13.3,1,0,0,96,35.29,112,19.47,131,7.32,2,3.59,NM,510,405-8888,0
105,31,109.6,249.3,321.2,8.3,4,0,1,108,18.63,119,21.19,101,14.45,4,2.24,CA,415,409-7143,1
92,0,197.2,242.3,192,11,2,0,0,113,33.52,116,20.6,76,8.64,5,2.97,ID,415,394-2160,0
177,0,175.7,168.6,198.9,14.6,1,0,0,120,29.87,90,14.33,110,8.95,4,3.94,WY,415,380-0034,0
118,0,205.2,184.8,176.1,7,0,0,0,115,34.88,137,15.71,115,7.92,6,1.89,NM,510,395-1124,0
111,13,193.1,111.6,227.4,12.1,1,0,1,104,32.83,98,9.49,94,10.23,4,3.27,HI,408,401-8797,0
82,34,232.6,153.2,286.7,4.7,3,0,1,121,39.54,115,13.02,77,12.9,3,1.27,ID,510,405-2127,0
74,0,102.7,149.3,188.1,11,0,0,0,89,17.46,100,12.69,114,8.46,5,2.97,NC,415,329-9690,0
121,31,263.1,279.3,127.1,9.7,5,0,1,70,44.73,118,23.74,143,5.72,4,2.62,TX,415,408-3301,0
131,0,197,201,151.2,11.6,1,0,0,79,33.49,114,17.09,111,6.8,5,3.13,GA,408,380-2166,0
125,0,169.3,156,210.8,11.6,2,0,0,90,28.78,138,13.26,106,9.49,6,3.13,AL,408,384-9065,0
19,0,201.5,129.2,220.6,12.9,1,0,0,123,34.26,110,10.98,98,9.93,4,3.48,ME,415,404-4086,0
138,0,251,91.2,142.2,13.8,3,0,0,119,42.67,96,7.75,87,6.4,3,3.73,VA,415,359-0145,0
119,0,230.4,225,198.5,7.6,3,0,0,117,39.17,101,19.13,111,8.93,6,2.05,ID,415,327-1776,0
137,0,109.8,230.5,255.8,11.9,1,0,0,120,18.67,86,19.59,103,11.51,6,3.21,NY,510,338-0836,0
182,0,279.5,203.2,174.2,10.7,2,0,0,118,47.52,113,17.27,101,7.84,4,2.89,NC,415,379-1955,1
135,0,173.4,222,64.2,13.7,1,0,0,107,29.48,84,18.87,94,2.89,6,3.7,OH,415,351-7907,0
134,38,214.4,211.7,165,10,1,0,1,93,36.45,57,17.99,79,7.43,8,2.7,HI,415,342-5045,0
45,0,96.1,246.8,229.7,9.7,1,0,0,103,16.34,134,20.98,92,10.34,4,2.62,DC,415,384-3662,0
129,0,101.4,249.1,157.6,7.1,1,0,0,145,17.24,116,21.17,107,7.09,6,1.92,TN,408,352-4444,0
142,0,232.5,181.8,203.1,10.4,4,0,0,74,39.53,142,15.45,86,9.14,6,2.81,VT,415,378-4102,0
130,45,174.5,217.5,220.3,12.2,1,0,1,120,29.67,95,18.49,67,9.91,2,3.29,MD,415,364-0296,0
163,23,224,233.5,293.9,8.8,1,0,1,126,38.08,89,19.85,104,13.23,4,2.38,LA,408,371-2841,0
105,0,211.1,176.7,221.5,14.7,4,0,0,99,35.89,66,15.02,96,9.97,7,3.97,HI,415,383-8667,0
119,0,109.2,153.1,240,9.8,2,0,0,96,18.56,80,13.01,102,10.8,5,2.65,FL,415,345-0963,0
78,0,220,179.9,188.2,11.5,0,0,0,95,37.4,121,15.29,109,8.47,5,3.11,WY,408,384-8232,0
92,0,181.4,164.5,171,10.9,2,0,0,98,30.84,98,13.98,110,7.69,4,2.94,NE,415,386-1844,0
146,11,180.7,173.7,231.5,10.1,2,0,1,82,30.72,90,14.76,89,10.42,4,2.73,WY,415,356-2566,0
125,32,96.5,145.8,174.4,9.4,1,0,1,109,16.41,109,12.39,82,7.85,2,2.54,OR,408,379-5165,0
88,0,183.5,170.5,193.8,8.3,3,0,0,93,31.2,80,14.49,88,8.72,5,2.24,IN,415,354-4389,0
83,38,107.9,140.4,253.6,10.5,0,0,1,90,18.34,94,11.93,79,11.41,2,2.84,MD,408,404-7371,0
3,0,161,244.9,180.8,7.7,1,1,0,96,27.37,82,20.82,103,8.14,6,2.08,TN,510,407-2971,0
152,41,146.8,285.6,213.6,4.3,1,1,1,128,24.96,96,24.28,80,9.61,2,1.16,WV,510,332-8166,1
48,0,149.2,161.9,197.9,8.3,3,0,0,146,25.36,109,13.76,109,8.91,2,2.24,WA,510,328-7000,0
189,0,227.8,169.5,201.1,5.6,3,0,0,124,38.73,112,14.41,91,9.05,4,1.51,MS,415,411-4107,0
95,23,160.3,202.4,191.1,7.4,0,0,1,87,27.25,101,17.2,122,8.6,3,2,OH,415,329-6981,0
129,0,137.8,225.8,145.2,10.2,1,0,0,120,23.43,110,19.19,95,6.53,6,2.75,IN,415,415-8655,1
66,40,141.7,268.3,241.3,8.5,0,0,1,87,24.09,89,22.81,68,10.86,7,2.3,CO,408,329-9694,0
80,22,196.4,150.3,176.2,9.3,0,0,1,115,33.39,109,12.78,75,7.93,1,2.51,TX,510,384-6307,0
1,0,175.2,151.7,230.5,5.3,1,0,0,74,29.78,79,12.89,109,10.37,3,1.43,AK,408,373-8651,0
84,0,146.8,171.7,234.5,9.9,1,0,0,133,24.96,73,14.59,69,10.55,3,2.67,WV,408,369-2557,0
96,0,173.9,287.4,204.8,9.1,1,0,0,111,29.56,105,24.43,91,9.22,7,2.46,MA,415,359-8030,0
